id,tool,correctness,project,bug,base_dir,main_dep,tests_build,tests_src_dir,target_test,target_test_methods,target_class,input_class
Lang_33_repairllama-ir4_patch_6.diff,repairllama,Incorrect,Lang,33,Lang/33,target/classes,target/test-classes,src/test,org.apache.commons.lang3.ClassUtilsTest,testToClass_object,org.apache.commons.lang3.ClassUtils,java.lang.String
Closure_73_repairllama-ir4_patch_5.diff,repairllama,Incorrect,Closure,73,Closure/73,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.CodePrinterTest,testUnicode,com.google.javascript.jscomp.Compiler,java.lang.String
Lang_45_repairllama-ir4_patch_1.diff,repairllama,Incorrect,Lang,45,Lang/45,target/classes,target/test-classes,src/test,org.apache.commons.lang.WordUtilsTest,testAbbreviate,org.apache.commons.lang.WordUtils,java.lang.String
Math_30_repairllama-ir4_patch_4.diff,repairllama,Incorrect,Math,30,Math/30,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.stat.inference.MannWhitneyUTestTest,testBigDataSet,org.apache.commons.math3.stat.inference.MannWhitneyUTest,double
Lang_33_repairllama-ir4_patch_3.diff,repairllama,Incorrect,Lang,33,Lang/33,target/classes,target/test-classes,src/test,org.apache.commons.lang3.ClassUtilsTest,testToClass_object,org.apache.commons.lang3.ClassUtils,java.lang.String
Math_11_repairllama-ir4_patch_1.diff,repairllama,Incorrect,Math,11,Math/11,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.distribution.MultivariateNormalDistributionTest,testUnivariateDistribution,org.apache.commons.math3.distribution.MultivariateNormalDistribution,double
Math_85_repairllama-ir4_patch_7.diff,repairllama,Incorrect,Math,85,Math/85,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
Math_101_repairllama-ir4_patch_4.diff,repairllama,Incorrect,Math,101,Math/101,target/classes,target/test-classes,src/test/java,org.apache.commons.math.complex.ComplexFormatTest,testForgottenImaginaryCharacter,org.apache.commons.math.complex.ComplexFormat,java.lang.String
Math_59_repairllama-ir4_patch_7.diff,repairllama,Incorrect,Math,59,Math/59,target/classes,target/test-classes,src/test/java,org.apache.commons.math.util.FastMathTest,testMinMaxFloat,org.apache.commons.math.util.FastMath,float
Math_101_repairllama-ir4_patch_2.diff,repairllama,Incorrect,Math,101,Math/101,target/classes,target/test-classes,src/test/java,org.apache.commons.math.complex.ComplexFormatTest,testForgottenImaginaryCharacter,org.apache.commons.math.complex.ComplexFormat,java.lang.String
Lang_51_repairllama-ir4_patch_3.diff,repairllama,Incorrect,Lang,51,Lang/51,target/classes,target/test-classes,src/test,org.apache.commons.lang.BooleanUtilsTest,test_toBoolean_String,org.apache.commons.lang.BooleanUtils,java.lang.String
Lang_51_repairllama-ir4_patch_5.diff,repairllama,Incorrect,Lang,51,Lang/51,target/classes,target/test-classes,src/test,org.apache.commons.lang.BooleanUtilsTest,test_toBoolean_String,org.apache.commons.lang.BooleanUtils,java.lang.String
Lang_33_repairllama-ir4_patch_9.diff,repairllama,Incorrect,Lang,33,Lang/33,target/classes,target/test-classes,src/test,org.apache.commons.lang3.ClassUtilsTest,testToClass_object,org.apache.commons.lang3.ClassUtils,java.lang.String
Math_50_repairllama-ir4_patch_6.diff,repairllama,Incorrect,Math,50,Math/50,target/classes,target/test-classes,src/test/java,org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest,testIssue631,org.apache.commons.math.analysis.solvers.BaseSecantSolver,int
Lang_43_repairllama-ir4_patch_2.diff,repairllama,Incorrect,Lang,43,Lang/43,target/classes,target/test-classes,src/test,org.apache.commons.lang.text.ExtendedMessageFormatTest,testBuiltInDateTimeFormat,org.apache.commons.lang.text.ExtendedMessageFormat,int
Math_34_repairllama-ir4_patch_0.diff,repairllama,Incorrect,Math,34,Math/34,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.genetics.ListPopulationTest,testIterator,org.apache.commons.math3.genetics.ListPopulation,int
Math_53_repairllama-ir4_patch_7.diff,repairllama,Incorrect,Math,53,Math/53,target/classes,target/test-classes,src/test/java,org.apache.commons.math.complex.ComplexTest,testAddNaN,org.apache.commons.math.complex.Complex,double
Math_79_repairllama-ir4_patch_2.diff,repairllama,Incorrect,Math,79,Math/79,target/classes,target/test-classes,src/test/java,org.apache.commons.math.stat.clustering.KMeansPlusPlusClustererTest,testPerformClusterAnalysisDegenerate,org.apache.commons.math.stat.clustering.KMeansPlusPlusClusterer,int
Lang_59_repairllama-ir4_patch_9.diff,repairllama,Incorrect,Lang,59,Lang/59,target/classes,target/tests,src/test,org.apache.commons.lang.text.StrBuilderAppendInsertTest,testLang299,org.apache.commons.lang.text.StrBuilder,java.lang.String
Chart_7_repairllama-ir4_patch_2.diff,repairllama,Incorrect,Chart,7,Chart/7,build,build-tests,tests,org.jfree.data.time.junit.TimePeriodValuesTests,testGetMaxMiddleIndex,org.jfree.data.time.TimePeriodValues,long
Math_57_repairllama-ir4_patch_5.diff,repairllama,Incorrect,Math,57,Math/57,target/classes,target/test-classes,src/test/java,org.apache.commons.math.stat.clustering.KMeansPlusPlusClustererTest,testSmallDistances,org.apache.commons.math.stat.clustering.EuclideanIntegerPoint,int
Chart_1_repairllama-ir4_patch_5.diff,repairllama,Incorrect,Chart,1,Chart/1,build,build-tests,tests,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests,test2947660,org.jfree.chart.renderer.category.LineAndShapeRenderer,java.lang.String
Math_28_repairllama-ir4_patch_2.diff,repairllama,Incorrect,Math,28,Math/28,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.optimization.linear.SimplexSolverTest,testMath828Cycle,org.apache.commons.math3.optimization.linear.SimplexSolver,double
Closure_10_repairllama-ir4_patch_8.diff,repairllama,Incorrect,Closure,10,Closure/10,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.PeepholeFoldConstantsTest,testIssue821,com.google.javascript.rhino.Node,java.lang.String
Chart_13_repairllama-ir4_patch_1.diff,repairllama,Incorrect,Chart,13,Chart/13,build,build-tests,tests,org.jfree.chart.block.junit.BorderArrangementTests,testSizingWithWidthConstraint,org.jfree.chart.block.BorderArrangement,double
Chart_1_repairllama-ir4_patch_9.diff,repairllama,Incorrect,Chart,1,Chart/1,build,build-tests,tests,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests,test2947660,org.jfree.chart.renderer.category.LineAndShapeRenderer,java.lang.String
Math_95_repairllama-ir4_patch_3.diff,repairllama,Incorrect,Math,95,Math/95,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.FDistributionTest,testSmallDegreesOfFreedom,org.apache.commons.math.distribution.FDistributionImpl,double
Chart_13_repairllama-ir4_patch_5.diff,repairllama,Incorrect,Chart,13,Chart/13,build,build-tests,tests,org.jfree.chart.block.junit.BorderArrangementTests,testSizingWithWidthConstraint,org.jfree.chart.block.BorderArrangement,double
Math_85_repairllama-ir4_patch_8.diff,repairllama,Incorrect,Math,85,Math/85,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
Math_59_repairllama-ir4_patch_8.diff,repairllama,Incorrect,Math,59,Math/59,target/classes,target/test-classes,src/test/java,org.apache.commons.math.util.FastMathTest,testMinMaxFloat,org.apache.commons.math.util.FastMath,float
Math_79_repairllama-ir4_patch_7.diff,repairllama,Incorrect,Math,79,Math/79,target/classes,target/test-classes,src/test/java,org.apache.commons.math.stat.clustering.KMeansPlusPlusClustererTest,testPerformClusterAnalysisDegenerate,org.apache.commons.math.stat.clustering.KMeansPlusPlusClusterer,int
Math_95_repairllama-ir4_patch_7.diff,repairllama,Incorrect,Math,95,Math/95,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.FDistributionTest,testSmallDegreesOfFreedom,org.apache.commons.math.distribution.FDistributionImpl,double
Lang_33_repairllama-ir4_patch_0.diff,repairllama,Incorrect,Lang,33,Lang/33,target/classes,target/test-classes,src/test,org.apache.commons.lang3.ClassUtilsTest,testToClass_object,org.apache.commons.lang3.ClassUtils,java.lang.String
Chart_1_repairllama-ir4_patch_7.diff,repairllama,Incorrect,Chart,1,Chart/1,build,build-tests,tests,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests,test2947660,org.jfree.chart.renderer.category.LineAndShapeRenderer,java.lang.String
Math_101_repairllama-ir4_patch_0.diff,repairllama,Incorrect,Math,101,Math/101,target/classes,target/test-classes,src/test/java,org.apache.commons.math.complex.ComplexFormatTest,testForgottenImaginaryCharacter,org.apache.commons.math.complex.ComplexFormat,java.lang.String
Chart_1_repairllama-ir4_patch_1.diff,repairllama,Incorrect,Chart,1,Chart/1,build,build-tests,tests,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests,test2947660,org.jfree.chart.renderer.category.LineAndShapeRenderer,java.lang.String
Lang_33_repairllama-ir4_patch_5.diff,repairllama,Incorrect,Lang,33,Lang/33,target/classes,target/test-classes,src/test,org.apache.commons.lang3.ClassUtilsTest,testToClass_object,org.apache.commons.lang3.ClassUtils,java.lang.String
Lang_33_repairllama-ir4_patch_4.diff,repairllama,Incorrect,Lang,33,Lang/33,target/classes,target/test-classes,src/test,org.apache.commons.lang3.ClassUtilsTest,testToClass_object,org.apache.commons.lang3.ClassUtils,java.lang.String
Lang_33_repairllama-ir4_patch_8.diff,repairllama,Incorrect,Lang,33,Lang/33,target/classes,target/test-classes,src/test,org.apache.commons.lang3.ClassUtilsTest,testToClass_object,org.apache.commons.lang3.ClassUtils,java.lang.String
Chart_13_repairllama-ir4_patch_6.diff,repairllama,Incorrect,Chart,13,Chart/13,build,build-tests,tests,org.jfree.chart.block.junit.BorderArrangementTests,testSizingWithWidthConstraint,org.jfree.chart.block.BorderArrangement,double
Closure_86_repairllama-ir4_patch_8.diff,repairllama,Incorrect,Closure,86,Closure/86,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.NodeUtilTest,testLocalValue1,com.google.javascript.jscomp.NodeUtil,java.lang.String
Math_57_repairllama-ir4_patch_4.diff,repairllama,Incorrect,Math,57,Math/57,target/classes,target/test-classes,src/test/java,org.apache.commons.math.stat.clustering.KMeansPlusPlusClustererTest,testSmallDistances,org.apache.commons.math.stat.clustering.EuclideanIntegerPoint,int
Chart_26_repairllama-ir4_patch_8.diff,repairllama,Incorrect,Chart,26,Chart/26,build,build-tests,tests,org.jfree.chart.junit.AreaChartTests,testDrawWithNullInfo,org.jfree.chart.axis.Axis,int
Math_30_repairllama-ir4_patch_3.diff,repairllama,Incorrect,Math,30,Math/30,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.stat.inference.MannWhitneyUTestTest,testBigDataSet,org.apache.commons.math3.stat.inference.MannWhitneyUTest,double
Math_85_repairllama-ir4_patch_6.diff,repairllama,Incorrect,Math,85,Math/85,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
Math_32_repairllama-ir4_patch_7.diff,repairllama,Incorrect,Math,32,Math/32,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSetTest,testIssue780,org.apache.commons.math3.geometry.euclidean.twod.PolygonsSet,int
Closure_86_repairllama-ir4_patch_0.diff,repairllama,Incorrect,Closure,86,Closure/86,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.NodeUtilTest,testLocalValue1,com.google.javascript.jscomp.NodeUtil,java.lang.String
Math_80_repairllama-ir4_patch_7.diff,repairllama,Incorrect,Math,80,Math/80,target/classes,target/test-classes,src/test/java,org.apache.commons.math.linear.EigenDecompositionImplTest,testMathpbx02,org.apache.commons.math.linear.EigenDecompositionImpl,double
Chart_1_repairllama-ir4_patch_2.diff,repairllama,Incorrect,Chart,1,Chart/1,build,build-tests,tests,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests,test2947660,org.jfree.chart.renderer.category.LineAndShapeRenderer,java.lang.String
Lang_51_repairllama-ir4_patch_9.diff,repairllama,Incorrect,Lang,51,Lang/51,target/classes,target/test-classes,src/test,org.apache.commons.lang.BooleanUtilsTest,test_toBoolean_String,org.apache.commons.lang.BooleanUtils,java.lang.String
Math_57_repairllama-ir4_patch_1.diff,repairllama,Incorrect,Math,57,Math/57,target/classes,target/test-classes,src/test/java,org.apache.commons.math.stat.clustering.KMeansPlusPlusClustererTest,testSmallDistances,org.apache.commons.math.stat.clustering.EuclideanIntegerPoint,int
Lang_45_repairllama-ir4_patch_9.diff,repairllama,Incorrect,Lang,45,Lang/45,target/classes,target/test-classes,src/test,org.apache.commons.lang.WordUtilsTest,testAbbreviate,org.apache.commons.lang.WordUtils,java.lang.String
Mockito_38_repairllama-ir4_patch_8.diff,repairllama,Incorrect,Mockito,38,Mockito/38,target/classes:lib/test/*:lib/sources/*:lib/repackaged/*:lib/run/*,target/test-classes,test,org.mockito.internal.verification.argumentmatching.ArgumentMatchingToolTest,shouldWorkFineWhenGivenArgIsNull,org.mockito.internal.matchers.Equals,int
Chart_11_repairllama-ir4_patch_6.diff,repairllama,Incorrect,Chart,11,Chart/11,build,build-tests,tests,org.jfree.chart.util.junit.ShapeUtilitiesTests,testEqualGeneralPaths,org.jfree.chart.util.ShapeUtilities,float
Closure_86_repairllama-ir4_patch_7.diff,repairllama,Incorrect,Closure,86,Closure/86,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.NodeUtilTest,testLocalValue1,com.google.javascript.jscomp.NodeUtil,java.lang.String
Closure_86_repairllama-ir4_patch_6.diff,repairllama,Incorrect,Closure,86,Closure/86,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.NodeUtilTest,testLocalValue1,com.google.javascript.jscomp.NodeUtil,java.lang.String
Math_85_repairllama-ir4_patch_5.diff,repairllama,Incorrect,Math,85,Math/85,target/classes,target/test-classes,src/test,org.apache.commons.math.distribution.NormalDistributionTest,testMath280,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,double
